idsoil_data,probe,temperature,moisture,reading_time
7454,2,52,31,"2015-03-07 10:15:15"
7455,3,42,27,"2015-03-07 10:15:15"
7456,4,39,27,"2015-03-07 10:15:15"
7457,1,30,32,"2015-03-07 11:46:09"
7458,2,48,31,"2015-03-07 11:46:09"
7459,3,89,30,"2015-03-07 11:46:09"
7460,4,32,43,"2015-03-07 11:46:09"
7461,1,81,29,"2015-03-07 18:13:55"
7462,2,63,29,"2015-03-07 18:13:55"
7463,3,39,43,"2015-03-07 18:13:55"
7464,4,48,29,"2015-03-07 18:13:55"
7465,1,55,36,"2015-03-08 04:41:11"
7466,2,38,31,"2015-03-08 04:41:11"
7467,3,46,39,"2015-03-08 04:41:11"
7468,4,71,32,"2015-03-08 04:41:11"
7469,1,79,35,"2015-03-08 14:12:58"
7470,2,86,41,"2015-03-08 14:12:58"
7471,3,74,43,"2015-03-08 14:12:58"
7472,4,42,33,"2015-03-08 14:12:58"
7473,1,45,38,"2015-03-08 23:46:22"
7474,2,79,41,"2015-03-08 23:46:22"
7475,3,68,29,"2015-03-08 23:46:22"
7476,4,83,29,"2015-03-08 23:46:22"
7477,1,87,42,"2015-03-09 08:10:39"
7478,2,61,26,"2015-03-09 08:10:39"
7479,3,73,42,"2015-03-09 08:10:39"
7480,4,66,44,"2015-03-09 08:10:39"
7481,1,34,28,"2015-03-09 14:54:21"
7482,2,45,39,"2015-03-09 14:54:21"
7483,3,64,26,"2015-03-09 14:54:21"
7484,4,33,44,"2015-03-09 14:54:21"
7485,1,79,37,"2015-03-09 20:48:48"
7486,2,68,26,"2015-03-09 20:48:48"
7487,3,52,36,"2015-03-09 20:48:48"
7488,4,39,44,"2015-03-09 20:48:48"
7489,1,70,33,"2015-03-10 05:26:29"
7490,2,39,37,"2015-03-10 05:26:29"
7491,3,78,36,"2015-03-10 05:26:29"
7492,4,60,44,"2015-03-10 05:26:29"
7493,1,66,32,"2015-03-10 11:35:59"
7494,2,32,32,"2015-03-10 11:35:59"
7495,3,61,38,"2015-03-10 11:35:59"
7496,4,76,42,"2015-03-10 11:35:59"
7497,1,45,40,"2015-03-10 15:24:04"
7498,2,59,29,"2015-03-10 15:24:04"
7499,3,64,39,"2015-03-10 15:24:04"
7500,4,83,35,"2015-03-10 15:24:04"
7501,1,30,31,"2015-03-10 15:55:42"
7502,2,35,25,"2015-03-10 15:55:42"
7503,3,55,26,"2015-03-10 15:55:42"
7504,4,77,42,"2015-03-10 15:55:42"
7505,1,43,26,"2015-03-10 23:50:14"
7506,2,50,31,"2015-03-10 23:50:14"
7507,3,56,43,"2015-03-10 23:50:14"
7508,4,37,27,"2015-03-10 23:50:14"
7509,1,37,43,"2015-03-11 07:54:55"
7510,2,87,26,"2015-03-11 07:54:55"
7511,3,74,40,"2015-03-11 07:54:55"
7512,4,72,32,"2015-03-11 07:54:55"
7513,1,67,33,"2015-03-11 13:55:05"
7514,2,64,35,"2015-03-11 13:55:05"
7515,3,78,35,"2015-03-11 13:55:05"
7516,4,57,25,"2015-03-11 13:55:05"
7517,1,62,29,"2015-03-11 19:15:46"
7518,2,69,38,"2015-03-11 19:15:46"
7519,3,52,39,"2015-03-11 19:15:46"
7520,4,47,26,"2015-03-11 19:15:46"
7521,1,54,25,"2015-03-12 00:05:55"
7522,2,50,41,"2015-03-12 00:05:55"
7523,3,70,32,"2015-03-12 00:05:55"
7524,4,85,27,"2015-03-12 00:05:55"
7525,1,69,33,"2015-03-12 02:31:59"
7526,2,41,33,"2015-03-12 02:31:59"
7527,3,67,27,"2015-03-12 02:31:59"
7528,4,43,30,"2015-03-12 02:31:59"
7529,1,76,38,"2015-03-12 09:53:50"
7530,2,51,40,"2015-03-12 09:53:50"
7531,3,67,44,"2015-03-12 09:53:50"
7532,4,43,35,"2015-03-12 09:53:50"
7533,1,84,29,"2015-03-12 18:39:32"
7534,2,30,44,"2015-03-12 18:39:32"
7535,3,36,35,"2015-03-12 18:39:32"
7536,4,45,34,"2015-03-12 18:39:32"
7537,1,45,38,"2015-03-13 00:30:15"
7538,2,82,38,"2015-03-13 00:30:15"
7539,3,46,25,"2015-03-13 00:30:15"
7540,4,51,26,"2015-03-13 00:30:15"
7541,1,38,41,"2015-03-13 10:18:08"
7542,2,63,35,"2015-03-13 10:18:08"
7543,3,50,37,"2015-03-13 10:18:08"
7544,4,35,25,"2015-03-13 10:18:08"
7545,1,38,36,"2015-03-13 18:44:29"
7546,2,42,32,"2015-03-13 18:44:29"
7547,3,78,41,"2015-03-13 18:44:29"
7548,4,74,43,"2015-03-13 18:44:29"
7549,1,34,39,"2015-03-13 21:57:28"
7550,2,50,42,"2015-03-13 21:57:28"
7551,3,44,27,"2015-03-13 21:57:28"
7552,4,36,25,"2015-03-13 21:57:28"
7553,1,80,30,"2015-03-14 02:51:43"
7554,2,47,34,"2015-03-14 02:51:43"
7555,3,80,35,"2015-03-14 02:51:43"
7556,4,81,26,"2015-03-14 02:51:43"
7557,1,43,36,"2015-03-14 04:15:38"
7558,2,47,30,"2015-03-14 04:15:38"
7559,3,55,29,"2015-03-14 04:15:38"
7560,4,88,40,"2015-03-14 04:15:38"
7561,1,48,43,"2015-03-14 09:02:49"
7562,2,63,30,"2015-03-14 09:02:49"
7563,3,35,30,"2015-03-14 09:02:49"
7564,4,88,41,"2015-03-14 09:02:49"
7565,1,51,33,"2015-03-14 19:43:25"
7566,2,66,42,"2015-03-14 19:43:25"
7567,3,76,32,"2015-03-14 19:43:25"
7568,4,63,29,"2015-03-14 19:43:25"
7569,1,34,28,"2015-03-15 05:13:12"
7570,2,43,39,"2015-03-15 05:13:12"
7571,3,40,27,"2015-03-15 05:13:12"
7572,4,72,31,"2015-03-15 05:13:12"
7573,1,72,29,"2015-03-15 10:40:57"
7574,2,38,41,"2015-03-15 10:40:57"
7575,3,83,28,"2015-03-15 10:40:57"
7576,4,89,39,"2015-03-15 10:40:57"
7577,1,34,31,"2015-03-15 12:34:20"
7578,2,53,41,"2015-03-15 12:34:20"
7579,3,77,43,"2015-03-15 12:34:20"
7580,4,37,30,"2015-03-15 12:34:20"
7581,1,62,41,"2015-03-15 15:19:47"
7582,2,33,44,"2015-03-15 15:19:47"
7583,3,75,35,"2015-03-15 15:19:47"
7584,4,52,38,"2015-03-15 15:19:47"
7585,1,38,38,"2015-03-15 16:38:43"
7586,2,71,28,"2015-03-15 16:38:43"
7587,3,52,32,"2015-03-15 16:38:43"
7588,4,34,38,"2015-03-15 16:38:43"
7589,1,34,27,"2015-03-16 02:07:30"
7590,2,37,32,"2015-03-16 02:07:30"
7591,3,68,42,"2015-03-16 02:07:30"
7592,4,87,34,"2015-03-16 02:07:30"
7593,1,43,43,"2015-03-16 04:19:01"
7594,2,85,44,"2015-03-16 04:19:01"
7595,3,74,41,"2015-03-16 04:19:01"
7596,4,39,39,"2015-03-16 04:19:01"
7597,1,63,43,"2015-03-16 13:10:51"
7598,2,75,29,"2015-03-16 13:10:51"
7599,3,65,26,"2015-03-16 13:10:51"
7600,4,81,27,"2015-03-16 13:10:51"
7601,1,51,37,"2015-03-16 19:45:37"
7602,2,85,44,"2015-03-16 19:45:37"
7603,3,82,28,"2015-03-16 19:45:37"
7604,4,62,30,"2015-03-16 19:45:37"
7605,1,41,39,"2015-03-17 03:37:03"
7606,2,36,38,"2015-03-17 03:37:03"
7607,3,35,41,"2015-03-17 03:37:03"
7608,4,66,35,"2015-03-17 03:37:03"
7609,1,48,38,"2015-03-17 07:42:06"
7610,2,54,42,"2015-03-17 07:42:06"
7611,3,41,29,"2015-03-17 07:42:06"
7612,4,30,28,"2015-03-17 07:42:06"
7613,1,88,40,"2015-03-17 12:41:55"
7614,2,65,25,"2015-03-17 12:41:55"
7615,3,73,25,"2015-03-17 12:41:55"
7616,4,39,42,"2015-03-17 12:41:55"
7617,1,59,42,"2015-03-17 19:57:05"
7618,2,60,37,"2015-03-17 19:57:05"
7619,3,35,34,"2015-03-17 19:57:05"
7620,4,85,43,"2015-03-17 19:57:05"
7621,1,77,43,"2015-03-17 23:34:34"
7622,2,36,44,"2015-03-17 23:34:34"
7623,3,59,39,"2015-03-17 23:34:34"
7624,4,44,29,"2015-03-17 23:34:34"
7625,1,38,26,"2015-03-18 06:19:51"
7626,2,60,40,"2015-03-18 06:19:51"
7627,3,74,36,"2015-03-18 06:19:51"
7628,4,86,43,"2015-03-18 06:19:51"
7629,1,47,27,"2015-03-18 15:32:41"
7630,2,40,33,"2015-03-18 15:32:41"
7631,3,52,37,"2015-03-18 15:32:41"
7632,4,54,25,"2015-03-18 15:32:41"
7633,1,89,35,"2015-03-18 23:16:37"
7634,2,76,38,"2015-03-18 23:16:37"
7635,3,79,44,"2015-03-18 23:16:37"
7636,4,61,35,"2015-03-18 23:16:37"
7637,1,34,37,"2015-03-18 23:24:50"
7638,2,71,31,"2015-03-18 23:24:50"
7639,3,65,35,"2015-03-18 23:24:50"
7640,4,38,38,"2015-03-18 23:24:50"
7641,1,82,33,"2015-03-19 10:00:59"
7642,2,87,33,"2015-03-19 10:00:59"
7643,3,79,39,"2015-03-19 10:00:59"
7644,4,87,30,"2015-03-19 10:00:59"
7645,1,77,27,"2015-03-19 19:32:14"
7646,2,51,28,"2015-03-19 19:32:14"
7647,3,36,43,"2015-03-19 19:32:14"
7648,4,68,32,"2015-03-19 19:32:14"
7649,1,47,37,"2015-03-20 02:32:27"
7650,2,52,25,"2015-03-20 02:32:27"
7651,3,47,32,"2015-03-20 02:32:27"
7652,4,78,36,"2015-03-20 02:32:27"
7653,1,64,44,"2015-03-20 05:08:25"
7654,2,77,42,"2015-03-20 05:08:25"
7655,3,38,26,"2015-03-20 05:08:25"
7656,4,55,31,"2015-03-20 05:08:25"
7657,1,88,31,"2015-03-20 11:04:32"
7658,2,65,35,"2015-03-20 11:04:32"
7659,3,60,31,"2015-03-20 11:04:32"
7660,4,49,29,"2015-03-20 11:04:32"
7661,1,47,34,"2015-03-20 18:22:00"
7662,2,36,44,"2015-03-20 18:22:00"
7663,3,59,42,"2015-03-20 18:22:00"
7664,4,85,27,"2015-03-20 18:22:00"
7665,1,50,27,"2015-03-21 01:08:15"
7666,2,31,28,"2015-03-21 01:08:15"
7667,3,71,27,"2015-03-21 01:08:15"
7668,4,89,42,"2015-03-21 01:08:15"
7669,1,58,36,"2015-03-21 05:11:27"
7670,2,60,28,"2015-03-21 05:11:27"
7671,3,75,41,"2015-03-21 05:11:27"
7672,4,68,34,"2015-03-21 05:11:27"
7673,1,57,30,"2015-03-21 13:56:47"
7674,2,62,38,"2015-03-21 13:56:47"
7675,3,61,37,"2015-03-21 13:56:47"
7676,4,69,41,"2015-03-21 13:56:47"
7677,1,68,44,"2015-03-21 21:52:05"
7678,2,49,34,"2015-03-21 21:52:05"
7679,3,45,27,"2015-03-21 21:52:05"
7680,4,88,39,"2015-03-21 21:52:05"
7681,1,37,31,"2015-03-21 23:44:43"
7682,2,57,30,"2015-03-21 23:44:43"
7683,3,42,29,"2015-03-21 23:44:43"
7684,4,80,34,"2015-03-21 23:44:43"
7685,1,53,28,"2015-03-22 03:32:03"
7686,2,55,26,"2015-03-22 03:32:03"
7687,3,76,31,"2015-03-22 03:32:03"
7688,4,69,28,"2015-03-22 03:32:03"
7689,1,36,26,"2015-03-22 08:28:13"
7690,2,87,41,"2015-03-22 08:28:13"
7691,3,54,28,"2015-03-22 08:28:13"
7692,4,84,40,"2015-03-22 08:28:13"
7693,1,62,34,"2015-03-22 16:47:59"
7694,2,71,32,"2015-03-22 16:47:59"
7695,3,78,35,"2015-03-22 16:47:59"
7696,4,33,29,"2015-03-22 16:47:59"
7697,1,58,27,"2015-03-22 22:28:05"
7698,2,72,27,"2015-03-22 22:28:05"
7699,3,87,33,"2015-03-22 22:28:05"
7700,4,73,37,"2015-03-22 22:28:05"
7701,1,32,25,"2015-03-22 23:45:36"
7702,2,52,34,"2015-03-22 23:45:36"
7703,3,67,25,"2015-03-22 23:45:36"
7704,4,85,43,"2015-03-22 23:45:36"
7705,1,76,33,"2015-03-23 05:51:16"
7706,2,58,36,"2015-03-23 05:51:16"
7707,3,68,28,"2015-03-23 05:51:16"
7708,4,36,35,"2015-03-23 05:51:16"
7709,1,54,31,"2015-03-23 14:16:06"
7710,2,61,42,"2015-03-23 14:16:06"
7711,3,42,38,"2015-03-23 14:16:06"
7712,4,65,37,"2015-03-23 14:16:06"
7713,1,81,30,"2015-03-23 22:08:36"
7714,2,34,29,"2015-03-23 22:08:36"
7715,3,84,42,"2015-03-23 22:08:36"
7716,4,65,38,"2015-03-23 22:08:36"
7717,1,87,25,"2015-03-24 03:12:00"
7718,2,40,26,"2015-03-24 03:12:00"
7719,3,79,39,"2015-03-24 03:12:00"
7720,4,77,30,"2015-03-24 03:12:00"
7721,1,68,41,"2015-03-24 03:21:33"
7722,2,55,39,"2015-03-24 03:21:33"
7723,3,48,44,"2015-03-24 03:21:33"
7724,4,55,29,"2015-03-24 03:21:33"
7725,1,70,39,"2015-03-24 09:08:56"
7726,2,83,43,"2015-03-24 09:08:56"
7727,3,71,43,"2015-03-24 09:08:56"
7728,4,57,28,"2015-03-24 09:08:56"
7729,1,41,39,"2015-03-24 12:45:17"
7730,2,60,28,"2015-03-24 12:45:17"
7731,3,75,44,"2015-03-24 12:45:17"
7732,4,83,36,"2015-03-24 12:45:17"
7733,1,35,39,"2015-03-24 18:16:49"
7734,2,78,37,"2015-03-24 18:16:49"
7735,3,66,29,"2015-03-24 18:16:49"
7736,4,38,42,"2015-03-24 18:16:49"
7737,1,55,36,"2015-03-24 18:27:05"
7738,2,47,33,"2015-03-24 18:27:05"
7739,3,34,42,"2015-03-24 18:27:05"
7740,4,74,32,"2015-03-24 18:27:05"
7741,1,69,34,"2015-03-25 04:59:51"
7742,2,85,33,"2015-03-25 04:59:51"
7743,3,34,31,"2015-03-25 04:59:51"
7744,4,30,42,"2015-03-25 04:59:51"
7745,1,45,35,"2015-03-25 14:38:34"
7746,2,78,40,"2015-03-25 14:38:34"
7747,3,72,41,"2015-03-25 14:38:34"
7748,4,40,35,"2015-03-25 14:38:34"
7749,1,80,40,"2015-03-26 00:18:33"
7750,2,44,40,"2015-03-26 00:18:33"
7751,3,55,36,"2015-03-26 00:18:33"
7752,4,75,27,"2015-03-26 00:18:33"
7753,1,43,32,"2015-03-26 08:10:02"
7754,2,59,31,"2015-03-26 08:10:02"
7755,3,63,44,"2015-03-26 08:10:02"
7756,4,78,37,"2015-03-26 08:10:02"
7757,1,65,39,"2015-03-26 18:36:34"
7758,2,55,33,"2015-03-26 18:36:34"
7759,3,48,26,"2015-03-26 18:36:34"
7760,4,36,25,"2015-03-26 18:36:34"
7761,1,33,25,"2015-03-26 21:42:14"
7762,2,34,39,"2015-03-26 21:42:14"
7763,3,68,29,"2015-03-26 21:42:14"
7764,4,73,29,"2015-03-26 21:42:14"
7765,1,53,38,"2015-03-26 21:51:44"
7766,2,82,33,"2015-03-26 21:51:44"
7767,3,71,25,"2015-03-26 21:51:44"
7768,4,32,39,"2015-03-26 21:51:44"
7769,1,82,39,"2015-03-27 07:06:23"
7770,2,78,33,"2015-03-27 07:06:23"
7771,3,50,43,"2015-03-27 07:06:23"
7772,4,69,39,"2015-03-27 07:06:23"
7773,1,69,26,"2015-03-27 08:17:26"
7774,2,49,36,"2015-03-27 08:17:26"
7775,3,36,33,"2015-03-27 08:17:26"
7776,4,64,25,"2015-03-27 08:17:26"
7777,1,68,31,"2015-03-27 13:27:30"
7778,2,52,30,"2015-03-27 13:27:30"
7779,3,70,32,"2015-03-27 13:27:30"
7780,4,65,25,"2015-03-27 13:27:30"
7781,1,89,27,"2015-03-27 21:31:33"
7782,2,58,25,"2015-03-27 21:31:33"
7783,3,68,41,"2015-03-27 21:31:33"
7784,4,51,35,"2015-03-27 21:31:33"
7785,1,33,36,"2015-03-28 05:35:08"
7786,2,79,42,"2015-03-28 05:35:08"
7787,3,87,31,"2015-03-28 05:35:08"
7788,4,53,32,"2015-03-28 05:35:08"
7789,1,81,25,"2015-03-28 11:54:34"
7790,2,53,25,"2015-03-28 11:54:34"
7791,3,36,35,"2015-03-28 11:54:34"
7792,4,87,36,"2015-03-28 11:54:34"
7793,1,81,41,"2015-03-28 14:07:33"
7794,2,58,38,"2015-03-28 14:07:33"
7795,3,58,25,"2015-03-28 14:07:33"
7796,4,56,30,"2015-03-28 14:07:33"
7797,1,64,28,"2015-03-29 00:07:25"
7798,2,73,37,"2015-03-29 00:07:25"
7799,3,60,43,"2015-03-29 00:07:25"
7800,4,83,43,"2015-03-29 00:07:25"
7801,1,32,28,"2015-03-29 11:05:33"
7802,2,44,37,"2015-03-29 11:05:33"
7803,3,45,42,"2015-03-29 11:05:33"
7804,4,69,34,"2015-03-29 11:05:33"
7805,1,43,32,"2015-03-29 12:46:36"
7806,2,37,30,"2015-03-29 12:46:36"
7807,3,83,35,"2015-03-29 12:46:36"
7808,4,56,35,"2015-03-29 12:46:36"
7809,1,31,25,"2015-03-29 16:45:15"
7810,2,55,41,"2015-03-29 16:45:15"
7811,3,87,37,"2015-03-29 16:45:15"
7812,4,85,34,"2015-03-29 16:45:15"
7813,1,81,25,"2015-03-30 03:26:32"
7814,2,52,27,"2015-03-30 03:26:32"
7815,3,83,33,"2015-03-30 03:26:32"
7816,4,49,28,"2015-03-30 03:26:32"
7817,1,53,34,"2015-03-30 09:18:42"
7818,2,66,36,"2015-03-30 09:18:42"
7819,3,39,29,"2015-03-30 09:18:42"
7820,4,85,35,"2015-03-30 09:18:42"
7821,1,55,40,"2015-03-30 15:16:40"
7822,2,70,29,"2015-03-30 15:16:40"
7823,3,34,26,"2015-03-30 15:16:40"
7824,4,68,34,"2015-03-30 15:16:40"
7825,1,48,29,"2015-03-30 21:20:46"
7826,2,65,31,"2015-03-30 21:20:46"
7827,3,38,27,"2015-03-30 21:20:46"
7828,4,46,43,"2015-03-30 21:20:46"
7829,1,41,38,"2015-03-31 04:24:04"
7830,2,77,36,"2015-03-31 04:24:04"
7831,3,37,27,"2015-03-31 04:24:04"
7832,4,37,32,"2015-03-31 04:24:04"
7833,1,41,41,"2015-03-31 10:38:32"
7834,2,60,29,"2015-03-31 10:38:32"
7835,3,31,38,"2015-03-31 10:38:32"
7836,4,39,44,"2015-03-31 10:38:32"
7837,1,51,31,"2015-03-31 15:12:40"
7838,2,65,36,"2015-03-31 15:12:40"
7839,3,74,35,"2015-03-31 15:12:40"
7840,4,43,31,"2015-03-31 15:12:40"
7841,1,63,29,"2015-04-01 00:12:10"
7842,2,85,29,"2015-04-01 00:12:10"
7843,3,48,36,"2015-04-01 00:12:10"
7844,4,68,37,"2015-04-01 00:12:10"
7845,1,82,36,"2015-04-01 10:58:45"
7846,2,72,32,"2015-04-01 10:58:45"
7847,3,75,30,"2015-04-01 10:58:45"
7848,4,49,26,"2015-04-01 10:58:45"
7849,1,49,37,"2015-04-01 16:06:10"
7850,2,53,32,"2015-04-01 16:06:10"
7851,3,40,26,"2015-04-01 16:06:10"
7852,4,57,37,"2015-04-01 16:06:10"
7853,1,73,27,"2015-04-02 02:10:10"
7854,2,56,42,"2015-04-02 02:10:10"
7855,3,53,35,"2015-04-02 02:10:10"
7856,4,51,39,"2015-04-02 02:10:10"
7857,1,58,34,"2015-04-02 13:06:08"
7858,2,56,40,"2015-04-02 13:06:08"
7859,3,49,44,"2015-04-02 13:06:08"
7860,4,62,36,"2015-04-02 13:06:08"
7861,1,38,39,"2015-04-02 21:11:32"
7862,2,83,27,"2015-04-02 21:11:32"
7863,3,38,32,"2015-04-02 21:11:32"
7864,4,60,25,"2015-04-02 21:11:32"
7865,1,72,28,"2015-04-02 23:41:36"
7866,2,42,40,"2015-04-02 23:41:36"
7867,3,74,41,"2015-04-02 23:41:36"
7868,4,74,38,"2015-04-02 23:41:36"
7869,1,33,38,"2015-04-03 08:09:45"
7870,2,55,31,"2015-04-03 08:09:45"
7871,3,83,28,"2015-04-03 08:09:45"
7872,4,61,31,"2015-04-03 08:09:45"
7873,1,85,36,"2015-04-03 08:30:31"
7874,2,87,29,"2015-04-03 08:30:31"
7875,3,33,38,"2015-04-03 08:30:31"
7876,4,39,25,"2015-04-03 08:30:31"
7877,1,55,35,"2015-04-03 16:37:32"
7878,2,31,26,"2015-04-03 16:37:32"
7879,3,75,35,"2015-04-03 16:37:32"
7880,4,33,29,"2015-04-03 16:37:32"
7881,1,62,44,"2015-04-03 20:38:25"
7882,2,49,31,"2015-04-03 20:38:25"
7883,3,65,29,"2015-04-03 20:38:25"
7884,4,65,33,"2015-04-03 20:38:25"
7885,1,78,27,"2015-04-03 23:55:25"
7886,2,63,29,"2015-04-03 23:55:25"
7887,3,87,27,"2015-04-03 23:55:25"
7888,4,58,29,"2015-04-03 23:55:25"
7889,1,65,28,"2015-04-04 02:06:48"
7890,2,83,25,"2015-04-04 02:06:48"
7891,3,66,42,"2015-04-04 02:06:48"
7892,4,51,43,"2015-04-04 02:06:48"
7893,1,37,37,"2015-04-04 03:52:31"
7894,2,57,27,"2015-04-04 03:52:31"
7895,3,67,30,"2015-04-04 03:52:31"
7896,4,30,29,"2015-04-04 03:52:31"
7897,1,86,44,"2015-04-04 09:59:56"
7898,2,51,42,"2015-04-04 09:59:56"
7899,3,57,34,"2015-04-04 09:59:56"
7900,4,61,38,"2015-04-04 09:59:56"
7901,1,71,39,"2015-04-04 19:17:13"
7902,2,71,27,"2015-04-04 19:17:13"
7903,3,88,33,"2015-04-04 19:17:13"
7904,4,74,39,"2015-04-04 19:17:13"
7905,1,35,28,"2015-04-05 02:42:24"
7906,2,53,42,"2015-04-05 02:42:24"
7907,3,34,34,"2015-04-05 02:42:24"
7908,4,40,42,"2015-04-05 02:42:24"
7909,1,52,33,"2015-04-05 13:00:46"
7910,2,49,37,"2015-04-05 13:00:46"
7911,3,72,40,"2015-04-05 13:00:46"
7912,4,40,40,"2015-04-05 13:00:46"
7913,1,68,31,"2015-04-05 16:32:28"
7914,2,47,42,"2015-04-05 16:32:28"
7915,3,75,30,"2015-04-05 16:32:28"
7916,4,56,30,"2015-04-05 16:32:28"
7917,1,35,40,"2015-04-06 00:32:38"
7918,2,74,35,"2015-04-06 00:32:38"
7919,3,47,44,"2015-04-06 00:32:38"
7920,4,58,38,"2015-04-06 00:32:38"
7921,1,71,39,"2015-04-06 08:31:50"
7922,2,65,33,"2015-04-06 08:31:50"
7923,3,61,25,"2015-04-06 08:31:50"
7924,4,60,32,"2015-04-06 08:31:50"
7925,1,45,30,"2015-04-06 17:43:12"
7926,2,69,30,"2015-04-06 17:43:12"
7927,3,44,41,"2015-04-06 17:43:12"
7928,4,68,40,"2015-04-06 17:43:12"
7929,1,86,34,"2015-04-06 21:13:28"
7930,2,42,31,"2015-04-06 21:13:28"
7931,3,80,39,"2015-04-06 21:13:28"
7932,4,33,41,"2015-04-06 21:13:28"
7933,1,83,41,"2015-04-07 03:14:39"
7934,2,54,30,"2015-04-07 03:14:39"
7935,3,59,36,"2015-04-07 03:14:39"
7936,4,50,34,"2015-04-07 03:14:39"
7937,1,43,25,"2015-04-07 13:23:41"
7938,2,86,34,"2015-04-07 13:23:41"
7939,3,68,28,"2015-04-07 13:23:41"
7940,4,75,40,"2015-04-07 13:23:41"
7941,1,44,31,"2015-04-07 18:59:18"
7942,2,30,40,"2015-04-07 18:59:18"
7943,3,45,29,"2015-04-07 18:59:18"
7944,4,54,25,"2015-04-07 18:59:18"
7945,1,60,39,"2015-04-07 19:10:36"
7946,2,44,44,"2015-04-07 19:10:36"
7947,3,30,28,"2015-04-07 19:10:36"
7948,4,46,31,"2015-04-07 19:10:36"
7949,1,64,41,"2015-04-07 19:22:37"
7950,2,35,27,"2015-04-07 19:22:37"
7951,3,35,29,"2015-04-07 19:22:37"
7952,4,77,37,"2015-04-07 19:22:37"
7953,1,31,43,"2015-04-08 03:00:46"
7954,2,76,33,"2015-04-08 03:00:46"
7955,3,38,40,"2015-04-08 03:00:46"
7956,4,62,26,"2015-04-08 03:00:46"
7957,1,32,40,"2015-04-08 08:06:58"
7958,2,76,40,"2015-04-08 08:06:58"
7959,3,32,40,"2015-04-08 08:06:58"
7960,4,86,40,"2015-04-08 08:06:58"
7961,1,84,38,"2015-04-08 10:27:40"
7962,2,89,33,"2015-04-08 10:27:40"
7963,3,79,33,"2015-04-08 10:27:40"
7964,4,50,29,"2015-04-08 10:27:40"
7965,1,69,25,"2015-04-08 18:59:46"
7966,2,60,41,"2015-04-08 18:59:46"
7967,3,32,41,"2015-04-08 18:59:46"
7968,4,73,34,"2015-04-08 18:59:46"
7969,1,56,40,"2015-04-09 00:29:31"
7970,2,54,26,"2015-04-09 00:29:31"
7971,3,34,42,"2015-04-09 00:29:31"
7972,4,78,35,"2015-04-09 00:29:31"
7973,1,74,40,"2015-04-09 01:06:47"
7974,2,77,36,"2015-04-09 01:06:47"
7975,3,73,29,"2015-04-09 01:06:47"
7976,4,85,32,"2015-04-09 01:06:47"
7977,1,70,29,"2015-04-09 04:00:48"
7978,2,74,40,"2015-04-09 04:00:48"
7979,3,89,32,"2015-04-09 04:00:48"
7980,4,54,43,"2015-04-09 04:00:48"
7981,1,35,44,"2015-04-09 08:52:07"
7982,2,71,40,"2015-04-09 08:52:07"
7983,3,59,29,"2015-04-09 08:52:07"
7984,4,75,27,"2015-04-09 08:52:07"
7985,1,72,30,"2015-04-09 09:19:05"
7986,2,56,27,"2015-04-09 09:19:05"
7987,3,80,35,"2015-04-09 09:19:05"
7988,4,82,44,"2015-04-09 09:19:05"
7989,1,51,32,"2015-04-09 12:22:20"
7990,2,69,32,"2015-04-09 12:22:20"
7991,3,66,38,"2015-04-09 12:22:20"
7992,4,53,31,"2015-04-09 12:22:20"
7993,1,62,44,"2015-04-09 15:03:57"
7994,2,38,30,"2015-04-09 15:03:57"
7995,3,87,34,"2015-04-09 15:03:57"
7996,4,47,40,"2015-04-09 15:03:57"
7997,1,67,42,"2015-04-09 23:34:43"
7998,2,35,37,"2015-04-09 23:34:43"
7999,3,38,32,"2015-04-09 23:34:43"
8000,4,72,29,"2015-04-09 23:34:43"
8001,1,70,28,"2015-04-10 04:57:31"
8002,2,55,30,"2015-04-10 04:57:31"
8003,3,82,28,"2015-04-10 04:57:31"
8004,4,35,37,"2015-04-10 04:57:31"
8005,1,47,25,"2015-04-10 15:13:46"
8006,2,69,30,"2015-04-10 15:13:46"
8007,3,55,31,"2015-04-10 15:13:46"
8008,4,86,39,"2015-04-10 15:13:46"
8009,1,56,31,"2015-04-10 20:02:10"
8010,2,58,32,"2015-04-10 20:02:10"
8011,3,71,44,"2015-04-10 20:02:10"
8012,4,79,30,"2015-04-10 20:02:10"
8013,1,64,29,"2015-04-10 21:46:57"
8014,2,30,37,"2015-04-10 21:46:57"
8015,3,39,43,"2015-04-10 21:46:57"
8016,4,36,26,"2015-04-10 21:46:57"
8017,1,33,42,"2015-04-11 01:33:18"
8018,2,69,30,"2015-04-11 01:33:18"
8019,3,45,39,"2015-04-11 01:33:18"
8020,4,47,28,"2015-04-11 01:33:18"
8021,1,85,31,"2015-04-11 04:32:26"
8022,2,74,25,"2015-04-11 04:32:26"
8023,3,49,31,"2015-04-11 04:32:26"
8024,4,36,28,"2015-04-11 04:32:26"
8025,1,59,34,"2015-04-11 13:01:33"
8026,2,72,31,"2015-04-11 13:01:33"
8027,3,31,36,"2015-04-11 13:01:33"
8028,4,64,28,"2015-04-11 13:01:33"
8029,1,69,37,"2015-04-11 14:05:06"
8030,2,48,29,"2015-04-11 14:05:06"
8031,3,87,32,"2015-04-11 14:05:06"
8032,4,74,44,"2015-04-11 14:05:06"
8033,1,89,29,"2015-04-11 20:55:06"
8034,2,57,28,"2015-04-11 20:55:06"
8035,3,43,33,"2015-04-11 20:55:06"
